date,income,term,interest,principal,approved,adj_bls_2,id,race_asian,race_black,race_hispanic/latino,race_other,race_white,gender_female,gender_male,gender_non-binary,zip_60611.0,zip_60614.0,zip_60615.0,zip_60623.0,zip_60625.0,zip_60626.0,zip_60637.0,type_auto,type_home,type_personal
2018-02-01,29582.0,60.0,b'gAAAAABijUOsED1Iv89q6biZT8cLEh9tl1Vw1f8S8wHMuk3PnvF5ExLiULTgEGtKa-Y73W5GLYEuc0IILjdEd-CpirMqqDaiC4PDH-DbouK-J3pf5mx2juw=',b'gAAAAABijUOsoQOZUCN-ceX7G7Nkk2lLTfKVu0NriIP0xZD_KIGY5ZtEPB5FULwzY_T-3aigy7s8gB6K9NAuFO2pwnp_088y5w==',True,1.42,AP20182-2-96,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2017-02-01,85593.0,72.0,b'gAAAAABijUOsMpAF8qTLCkp0i9bHaUwH-NXDG3zAKZADptLJo9YQNUsgqKXZlgE-8acSwbzd628I309DqQPSewizXGqR0pB7jA5oy7GDXk9f5jzGQ9oBN9M=',b'gAAAAABijUOsRhb3_xCUY0hUL-2jdNEeirW_rJhrUFO3HjaNTDmYg6aAFMCaY5SkUzHWxuyGvuEDe5hEreClkURl_BVPtksFwA==',True,0.66,AP20172-1-18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2017-07-01,56696.0,360.0,b'gAAAAABijUOsRH2I84vMCDTNSWjgrzMzxy372KwVFv3mgX3pp-93GoTIaL6l0fEy89T4pp_ZXb5wv3SCABE8XrcEZosxTkIsMeCHwsr_AtUPLc36PHY4g4c=',b'gAAAAABijUOspJxgPL86RLL68-k1AIGCTW8gXmSu4ILUmLodVY88wrmN1GE0EvlJ_xWsmfplRcCCkDrhyJOGKlvRjPZEe1p3_A==',True,1.15,AP20177-2-99,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
2012-02-01,52267.0,48.0,b'gAAAAABijUOs3hRVRI8seZWZhoyNwSAEYMm952CbjXDi-E3eyVRgbBRVTNGyKXj__0Fc6Lx7k6EFZnAzskaSvZPF6eX49WaNimxOqDjjOKI0tElY1YwgPiE=',b'gAAAAABijUOsdv2bbdsHPsV9JQ-kjsRqrMCNEggilutM0jLyaos9OohI-EiCEfqECPIGW3KqZOHrk2HQ7pXynTrDdmcGyf9n5A==',False,0.1,AP20122-2-78,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2018-06-01,47155.0,72.0,b'gAAAAABijUOsL2Q6MedkdAs5wIkB7cbp3gdF_U3wPVgxQE1z1IOjEkGPFhYmqcLLO1ZFTsbj7zlt_9ViO0S-BZ5E0ZTP9EUXBBsGbpQCEE_8GWHxRN6-rb0=',b'gAAAAABijUOsmj24gtnjzYilGlSTe60nmvYj2w8AEwFnoug5u1cnAdD3eo2BTeYaz-AkswFnavlQPQ5G1nf7E3Z9LCF1FEcqvw==',False,1.82,AP20186-2-94,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2018-02-01,7474.0,180.0,b'gAAAAABijUOszNe96vA02qHy39YyXseDgXxw6wKYod9JThOzuGJRZsO6g5cm8i95KD1DRAqr3v2Ju19mWsO5lCOyxdUcmUI8En9o2EcHSDM830QGDnV5aPk=',b'gAAAAABijUOsH0NiHgQbwmk6X-qEtWknwUiGs7rIh2ambtH8Ozt7DjcvK7CcZNd1MX1XyHeyjSX6eXd6c1hqzEtgOfNRhmVu8w==',False,1.42,AP20182-1-9,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2018-08-01,80586.0,72.0,b'gAAAAABijUOsab0QNWKXcBkSABVfksJnJr0XC5gHr4vrjVBuiniYv7Lv5ltxqaH4OdvD-3vESoNDeNXBgCJfr5DJzVyUP7gyiQqqo_OTLiPNzukTrFFAwKk=',b'gAAAAABijUOsjrp-uv4BBH6GjQ-fCf-PtQ1iOh-6XMt1_awz0OJD1IKyZMQNARndIdIcQRmn7EyYpx4JuCkDlpXXC5UJu0LBzg==',False,1.91,AP20188-1-73,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
2011-12-01,63375.0,360.0,b'gAAAAABijUOsUfTKf5d6zna4ukh0oVLvLl90UqhkRvpDCsYgAxgT5EtlkvCaxKAkrcV7RML8rAxM5vUcgTS7IRpaJHL1cI7l6PwjbML0rkzVGqSxmQnOvpc=',b'gAAAAABijUOsFiTBYbxNPCF4p88RMFMzdRYoHpSNSjvMm4inW-plRSsId3IS0izsqOlHUrAEXxm-pvE4SCIM4N8SctXNNjf4ww==',False,0.07,AP201112-1-77,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
2017-08-01,43635.0,72.0,b'gAAAAABijUOsZ22gYQW3NQH6Qj8lg_t0gQHzfxACPjLntlEKMYXH4LFKv6zbKlAZXdRmVOiD9VzeGAmDV5lXl01Mm0Fh0HASvaNm_x6ibaN5-_Px6UFc3Zg=',b'gAAAAABijUOsnG1uurpW3PBUkYhGZgVKn7qp1IkKgZXqKlk0E_w_7q_peWjQ9JoLJADE-nWPCK_hxLgyCSWpu3hw_inmUfpZRA==',False,1.16,AP20178-1-24,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2016-04-01,207002.0,240.0,b'gAAAAABijUOs2M7ykTRS1uJn2a8jwkHRPYq038F_sLxxgTLaYXl9rt92wMvp3MIij0b43us0ZSI5udSvUF63JFb1zXxC5rFwmEsKgkPmE_j1F1oRTsFbS2s=',b'gAAAAABijUOs3t5dbpYyg6Z1JqylzW_GlRuyXKq1vfSaaGY-4BKaYDeq8uh4HqMvLLkA73QTI07ekstil5HnzRDK0Ta3VrSKuQ==',True,0.37,AP20164-1-34,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2017-01-01,20330.0,72.0,b'gAAAAABijUOsIvQNODkC135g5yQCAgxDES4Jjx0L72tljkpvbKazFxKd-nYcGMCocCWFHElMnlzkt8_zGTwgkvLVZ5Jz54krfVqvJrUaNiYHYcPr-Nz_yF4=',b'gAAAAABijUOsSRKzwkFW2XbckX-YuEK41LnJHtHoM-8hKpy7VLvgOAwy97b7OSYMuarDrWaaHdDZ2Ib4nj09oAjsP-hIFJs86A==',False,0.65,AP20171-0-44,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2015-10-01,15619.0,360.0,b'gAAAAABijUOsvOl9mbeu9lXMgUl9CQShZc0IPuwcOWTZ3B2j68DMt0ph9Q663qNbw6yyMR0iyahNjvJp_3sqW-ajUzpGWZMTJlKV7eFoeDAyeHepcARpKZo=',b'gAAAAABijUOskdY0ioL6NVdrgHMsFGLaJCWVdzodsMswcwNuhW_u_xlwn62s6Pee350Qf3GBPaBqrnIn2WJygEb4qHDss2sT4Q==',False,0.12,AP201510-3-73,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
2015-05-01,21802.0,72.0,b'gAAAAABijUOs4UFevNjR5-IRheDm_4wgDJYECE-LtzPRrlA3jc85BFCV6dmcFjOamvfrWxQuCpY-l6mIy7MAYlUK1CcblP7L-tGWGaxyQKcfbWMzFsgigwY=',b'gAAAAABijUOsSNCbWYYDUDrrG22UUckGLHKg4STbpNjZpiLcxUS5FDa_ARRfZoLnyco0Pln17nn_SRKjUTE-xZIlJB1QXNUCxQ==',False,0.12,AP20155-3-73,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2012-09-01,45368.0,180.0,b'gAAAAABijUOsOXXRC4h6BYAZyGE6bKhO9BfZOQVnt2YzS9F-uZnHb9Zn-Etrx9vt4dcJXt-HUOWMzoRVTPpXmMQ89-qUsgk96bT6nOpi3f-naE2NTbtcbWs=',b'gAAAAABijUOsJleobToznLPhhha_I97BV366iNOkQ9bNfwmUCoJjfyX_97T5QRbPErPZqJE6LRgUVMrPNyDBLfmlBmEVrdPaQg==',False,0.14,AP20129-1-79,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-01,31778.0,60.0,b'gAAAAABijUOs5QoViTf_ahaNed7-25csZfNJNPuJ-is3F5jz8JiONfJbGOeugR50NjZzCIwDSckdGjx3fEIOEVV6nv477VlV2D-1sCHuBrTvUJNr4n7T0wc=',b'gAAAAABijUOsNCXqnlwV2MjvEIaU-Of1VB8rZjY9RwT-bS1Upogm4c5YG3mXhh3SmFt30NzCkae2hjl9q07p0vB1mZQZSnQo9w==',False,0.14,AP20113-0-1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2015-06-01,10935.0,72.0,b'gAAAAABijUOsFGJ4bjy7V6YwqxOkSWFfh7u7IVdSGr35m69IHh-3dCyoJgBDjZby9raTM90FykzgQc7HrUOpnbmzPmYsijdEcvOA-fx87bBC-8PMGwoaxjk=',b'gAAAAABijUOsVTd6en1RfrqlJivhl1fWEzae1GJiKPamiMagXmnA52udkB3Bu7FRRdnvL6ud5OgJxaBOXXTJ-e5n4Fzso1XlIQ==',False,0.13,AP20156-2-61,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2015-07-01,119685.0,300.0,b'gAAAAABijUOs3yklhvM5fG0zCaXcfGvjqJBEykk5VGu9pffgIVmsMDl6mV7RXo4kxRn92DQ-58YwVAdkCil9LxljoRelDIgSdC44Q--KZGT8avBvRU2eKlI=',b'gAAAAABijUOssPgkV63SYxkkthyROozaWk1B8lMr8PwipP-f-78qYTKJwjbsXCX6-VNhlFi_CaZZJ5N39KGE0Xg85x8zYauOKQ==',True,0.13,AP20157-2-89,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2016-03-01,117360.0,180.0,b'gAAAAABijUOsKmrzAuqOnxjCw494j6lw-iyZZkn_4kDK5PBXwbOyoecCjtN2o_EJ5nJorA81uWwmIwbBlOtLwB-E0yOOMEaanMkwbrka2Te6Oy36tsUbSHE=',b'gAAAAABijUOsMUI80OWSA64yhzwbr8PiFg1RbM0qUM6Q6Lvdg23bHu-iXAR595tNkEaR6ejP-QCgoZjiPVpp7jn-7UJz4jNquw==',False,0.36,AP20163-2-11,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2018-05-01,14915.0,48.0,b'gAAAAABijUOsL5dB_Vqyb83lkQGowFJ8FZ3ExcBBHoQSM-0up5jn1ycXLjDFRBWtt9O_gwqguxc1i4IM1izTaCVZB7CYYh7QNmB18QPn_nAdHOequ6oqwlY=',b'gAAAAABijUOsk3P5SHa6SUkm8EnBVSy1-1DmgbP9uDtnZPfsAwcQLOT9ntTe06kBaeBewK7Mi4mmdLAZqvnSBf-_WxfexD5Vfw==',True,1.7,AP20185-1-12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2018-03-01,62385.0,360.0,b'gAAAAABijUOsMUt8-775DGKJMIgXDZqutiYdhJ3sBaS6J7CfSJwbyvTQC73MGEQd3P7vu7TNiq4LxYYhGeaQUwqasAJc3tckbHVoGd5GsPAscp8zdWgysL0=',b'gAAAAABijUOsl3o_FH6jLGHYSgPwQey85cVRRMO8AuyQIbfgLHb35drIjXkuCD-9ExVPFjL3_fLbAldRw5AdvBhCWZSjLBlMBg==',False,1.51,AP20183-2-53,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2013-08-01,50005.0,60.0,b'gAAAAABijUOs7A-cLqES6S94JKXgmODcu8CWPD7fjT87PC05tWqvogMfZl6_giUmsy7gUiyRI5xY8ZJ7EcK_cpBtiGC2Fl7gdnMnZL-VAzJSkeaiEy7acZM=',b'gAAAAABijUOs7xjW688xQombPBcdLME83mdhrMziLv9HMUM55Aa3U5jnujgdH23-K_2Pw5VWZeUt7iwz7zWULaNmE3OWCO5eOA==',False,0.08,AP20138-2-19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2018-07-01,66995.0,84.0,b'gAAAAABijUOsEtVhHerfcGNJQelqj1t-l1Op80WlAHJk9IGTohy7JKTR_rGaMByLDmwUW7v6otceq1mu_DzPn4xIpEUp6gJeiEWIf2rYW46NwX9E6CPvh4s=',b'gAAAAABijUOsfddXzEwahEiGuU3ugYC92uwlHltW-4F_-NUF9taLsipa1Em2OhzakFrmCJNM2J7sClcsqWCjFonqyOgDIyOKtw==',True,1.91,AP20187-0-9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2014-08-01,139041.0,360.0,b'gAAAAABijUOsm38pKqcsuNVAPveoExzrbwKMWz72mVC8i1bhLCTfYzrn6yy6ilBTVEFpWefFfErxuHAS40wN0h794kY6XtoHQRvu_VcVAJiJve_50b3BqkA=',b'gAAAAABijUOsngQCdQiqlXxfOBRv5RAfxgZdU_GSUuO0Qn8fNcu9ssWNBH7zSJPR4wqqzPjC0Qg3C-L1jTkaB9J6-xXaviVThA==',True,0.09,AP20148-3-32,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
2016-08-01,19898.0,18.0,b'gAAAAABijUOsFWlsqvn7to1HRU46W1Ekm4rl4JGwMePiYHMx9cI1D7v4OuyPOC68tFPVaHHS7b3ILStBghcbIUcg3OIDL5dUekS2Yhb0O2Z-px31WNbGDOo=',b'gAAAAABijUOsHmQDNkiPAiBJq-K2WnI69Eewa42Ug3khX_xsH3YIbWos1Zwt-NZs7DoP7MJ1-6y-RgwmK9O0pjq9O6vmfDjD1g==',True,0.4,AP20168-1-32,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2012-10-01,33125.0,48.0,b'gAAAAABijUOsvFTxdqHqw9GrkdWrlqNAXzDG_bXEMzQbcuU3BBpLE9ASpWETwIAw5YcpWiLgU2oY85Yfw5ye6cvdxrPJTrCG9gImMDU9lAT5sGybdRaEZbo=',b'gAAAAABijUOsQtT3T7yyEHjnee7oh4XqFHYKP5Yju8Pq218d6nrZbFAnmppXDh4DmSuCYKVJHWEWhtEv6Uy97qxeYO0Idp6Q9A==',True,0.16,AP201210-0-9,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2011-08-01,3539.0,60.0,b'gAAAAABijUOsP2d6v3CJddfwZoFUba-gA9_CjpK9NfIbw-qYSBj7Uttsa_SMIgfaKpAk9MY4hhnOaVcrRIr_k8iXg6Df2C3Ba0LMk9wcIB1JrrHNQ3cBYEQ=',b'gAAAAABijUOsoxdYV6uIMl64IedhVz_S1Fdtc77M5jJs4MQstCv9cd-yKZXo0x_9ipBtTdxhK8Sko8nPulq6xGkhmgLw-Qm23A==',False,0.1,AP20118-3-63,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2016-10-01,203317.0,180.0,b'gAAAAABijUOsAfvSnq3DStTH6F7CmyzjuhzmjusDYUfn6HQpR025gmhL7D_lJpTNqeGaVnQNejIIxs2_MT_xsYUZvA1NYdH8Xf55Tp8qPMiq5xaTqvjIYCM=',b'gAAAAABijUOsn37db8L6ctA7JZVPsTgp6lHpefnpHnutcj2AUkpxr76Y4abEbQnZOaF1RkIewwXSOW_AXtn06g2BS0sVNtIhbw==',False,0.4,AP201610-3-64,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
2013-08-01,30841.0,240.0,b'gAAAAABijUOsvs7cnrIsXyWCz4rUm-nfQ4XOMnFJf8zmCvH3yGd0LHnpzPbXqa1twgA7V4yPu2WOs3CpwcEvR99PIje4sQrMP_1UPxIwbyo64EiV67NHq10=',b'gAAAAABijUOsl87JLiL8rPb2dQzcGBhUcclenpC86ktyel4TxThnx00P6JBtgv5yUuEzTHNM60PepITQBEFQqHAWXSbCoh-rFg==',False,0.08,AP20138-1-61,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2014-07-01,78019.0,48.0,b'gAAAAABijUOs5Po7Rtm9WfS3ZKwlf7b_3-K7GuQ4qFWePBTgiVQOfPaDmMvitm4c3g05vP-PrXDqkyil9G2MZbZXuWVrfoCj5W8g4vSDVk6A5xOkaVm3M7g=',b'gAAAAABijUOspHPIMLQDdHNWnG2tgg8NxZOyp66EKmJrqHgBt3JKRGmp3z3-ks19LsxvSSKHC8HurcebCyC1W3OKKt8vkauuMg==',True,0.09,AP20147-2-21,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2017-07-01,76489.0,72.0,b'gAAAAABijUOsFzWHj8VDWGVHquUuOqD5SEN4Adxif6Ry9HotSeLE_BVehOBTzxK982MpJ3DZa8MkT5t-8GMXGTTwJJaJou7nQ7N4YQQON_cikVWXnFLlUXw=',b'gAAAAABijUOsJO3ZjE4pYX1fti279h9hkvs9GAT0s040XYYADDBGVuzeAARFxBmjND6o8zOBId2McFfBS2l35fhcA-qC1OItaA==',False,1.15,AP20177-2-74,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2014-09-01,38634.0,84.0,b'gAAAAABijUOswGKtzpy3fiG5KZjDHHW0jQzSsAwuYUad0Y41qgwlSxUratkGEZS9kO8yMFXyLRJf1s7q7VJE8zRSmJoL9UCuvfVY8DWvsaNcYCZmIYrXfyU=',b'gAAAAABijUOsBKvVfxaLZCjmBaMiRaqmT_ykOx8UpUSRUIP0je3NEcaEYa23RBbYxhlD6ppOg8LSt7AJc6qvzHynfo2hpJTmVw==',False,0.09,AP20149-0-10,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2011-08-01,34567.0,24.0,b'gAAAAABijUOsP13Numv91i3C-j_ltPDxsy7Ck9cNmu_LezHJpvsv6a_OztcSE97TWXVOW74D1VqxzpGZYW7z_aSlJGYZNE4F7B6wCeeIKEpVM0mGPn-gAuA=',b'gAAAAABijUOswg04C3BPKA6leH8E4lOKh_IMHEq-SWRvpykwVJsb_Wp8IEj6X3TozvdxU_aaoZQnYBHBhL7Lx3x1oh4AT0f9Wg==',True,0.1,AP20118-1-81,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
2014-01-01,5725.0,72.0,b'gAAAAABijUOs0gxCh4OQin0FsicQmzKnE5se1QfuljSmSty3OYTdZYjuNpG43e38x-BZikDbIRk5Ey6BhP61FaZ-3w4tx60FgkROPJESPN6zGngQ17-JorE=',b'gAAAAABijUOsOb17Djiia5ZuBT1RyHj06VWDCoOvZQ2IZFB5c9P2c5YlJOVepYQatsA2gs3OMZezig4oftpU-euyfdGgJl4ZmQ==',False,0.07,AP20141-2-84,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
2012-01-01,17658.0,84.0,b'gAAAAABijUOs3Bayy0w7XiOW6NB9wAdcB7qRETUYEeyw82UFhtm1HKYWs85HoR_9BOWlM23MzYs0PFMj4AGJPDknfFsNX74WsGz4pUGtzOemUav6yO1k1hk=',b'gAAAAABijUOs-Nm5HCy1Q58qNEUsJb2jIZkYQpYTRW1EWjyKea8a_gcRESEFaO50qVTugZn-a2rT_SRLxL98kQRoPYviiitKKA==',True,0.08,AP20121-1-71,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2011-05-01,41348.0,360.0,b'gAAAAABijUOsIUQt8Sw2ob_yc1oowMrjGJF0ZhnishpUrdJffSnBOrRelDGroy_8Vs2Zhf0ZJIG49FxUZhzFKeYFlEBghwc6OSUJ89Y4kqv3KC0JcXhakdg=',b'gAAAAABijUOsJuFH1RDY6SQrdG1FVA2gNT5bvsOA0rW-1k-_DypiYsK-vBWoFprLPLDBTP6T03N67p0uh3DFdHKYvuaZxjy1UQ==',True,0.09,AP20115-0-2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2012-08-01,10414.0,72.0,b'gAAAAABijUOsMZjP1Jp_jU9rDV437n__dDe57l_EkoZ_KXUv77pAxrqSBHOimhrkg4aRdQD-ly23Y0gjuRrERHaNVgbnZsbzJLl0duyOXdiGQdnbNOHGM5E=',b'gAAAAABijUOsyVlQhxYdzPcyOcrFEtRldlpf9L374iGohoo8ZDWVUGa7Tr7d_RtAqz9IzRjvvBFgwNs4M4TRguNVg2Feehd2OQ==',True,0.13,AP20128-2-27,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2017-11-01,15440.0,72.0,b'gAAAAABijUOshgrlmhy8UZjJPcTJGqJZF-ZgY4d1U-AglCqsi7Ll__IN20oT8Kj_pzfQbGg3LFSCld4oHziVZAmNQURl1ZE61aqa5EyZqoX0xbJgQ0W9n-k=',b'gAAAAABijUOs-KH2MyOw1hue2-orZLHrf6SYkzqbwAU0sbhuxpq4mYZAIdwGUnM9Ym8koQQhU7FX8CHcpCg_Vo-HVC4g-SUJaQ==',False,1.16,AP201711-1-38,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2015-12-01,7319.0,24.0,b'gAAAAABijUOsxCruRNwFw7rB97auFx9LCBNepumdatL-qdKnGnqzOeSTc05xbDI83Au-kaP_-ab8SjCL65CtbZL-kcnl2wCRfbmCV1fqYxrLQV6xl3VrFFw=',b'gAAAAABijUOsfTS48en3x4hb6dcsxUI-UdrbC6l6xPYNDBGc5yLJlhVR5jlf5sUbJE9Xpo543OrvFTyNEUigjd_OJksSPBcMOA==',False,0.24,AP201512-2-38,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2013-12-01,27512.0,60.0,b'gAAAAABijUOsaJbJiqwaDgizNtA8RBtBUbmX-prhLb67hqnZrlzJ6A-9pX_yA0HDq5hbhOdVKEu027omqgn3e25LRajGyxRO7Zfj2ga6LoYqlogyXVKxo1I=',b'gAAAAABijUOslJ-0oKYUHjNQOdxo8jPwk00i-IRl_nIjsLnjWV6bKjGv42gB2JT7Ghahd_i9QYfN_6vBD3wanR2mtLV82au6gg==',False,0.09,AP201312-2-42,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2015-08-01,73205.0,180.0,b'gAAAAABijUOsaVJK0vQZjjmqcW9SHpIdQ6HhlInLHjpt02M5-b70YMV502LG1bN0C2PI8jOktWbYRkrBatEYokBRmNdRvCkJflT_aaBJ5lTkeDqQlUvVL54=',b'gAAAAABijUOsgDgZooOXPBjkRD6JTO2mawbiudH0W2fsrYLMwamMhkifcvjadMCkxfa_k0Zl3_IFTxo64tKPmsp7_kYwxJ2amw==',False,0.14,AP20158-1-21,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2018-06-01,50168.0,72.0,b'gAAAAABijUOsizD-Hx83zHRfCZtxSCgX4D6m3W8Vj_bZFUO60NJHinuBB0PanPq6in4eY6IA_mjhIIqQAceKB4bnkoeQyNUL3GpWdE376theG0F0Bo3v5ak=',b'gAAAAABijUOsUaLlrjWVbrsQS2qpcdXCEOxhF0zpuuEMGs6Bli0aLRhB6rmxMhSK_EvNo7F6sikyVWx7QDdEUmYYCk7R_KsHuA==',True,1.82,AP20186-1-20,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2012-06-01,29950.0,240.0,b'gAAAAABijUOs01dYN0eLEhiw23hgcVBEUSXABh1SFKkp_76BKienw4vB6D9cVE9RwKQeqnJ6UIjEBiTwlPk1vC21b7BfEyZlyqnyzjqVY5tLxQd_r3Gxr4c=',b'gAAAAABijUOsgiDKPhjiLWgV2z_NkNsEOWVgxKnXbvkMVIeAHhEqTr3OM2swnuwxRrxCYRWOhGN-d3nKLJgsW7uCVQ_YtECVMA==',False,0.16,AP20126-1-13,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2015-08-01,37632.0,180.0,b'gAAAAABijUOskMg-NkNCBPkHiSosE9QN4Qoj8dU8dZDmRgsuFe8DJSCQxyyb_KtjuYKy6kSG1EUVYRlVZ-gQcR_IdZ-mqZyo7XNwdUZrQeMTDx2NvXcUJrs=',b'gAAAAABijUOsV4S77pmKzyDsRMJ1CXNAW8fJv_YtMpstQE4W6wDaqtKFDYwDI3asAdcKuJl6l9UfJMZ8PoQfdEGMs5uQErAR8g==',False,0.14,AP20158-1-89,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2011-08-01,33422.0,72.0,b'gAAAAABijUOsiS5u7q0Q0D7oIjTHU9BenBsRZcMHdBKl2tDnwz6CVM_9BsGNnoija-zciqTcxk1StJ5Zqj8wvpVLhO3k65XbHU7ZGNnHvF7sdo9MFzjslJI=',b'gAAAAABijUOst-P_lkv0ArKLRkotLNhiVy_3oCZEjvHpJPRzEEGOoMhkEiJgsuWTeVLWZ3OyEkUsF2OsRF7e4EAZT--Co_v9hw==',False,0.1,AP20118-3-29,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2015-05-01,43734.0,180.0,b'gAAAAABijUOsrBwa8nbxcCXnSwbewbbIfSBYGGh8aAAs-aN3j5FDd8uEu51F1rDODpEfkluw22sbeapuLeUluIiJTICBLvMEyIatA0U1xKiB58zL0MN5nEc=',b'gAAAAABijUOsg5sfYS9xM-YQrSEaDeJJsf9x5U1pKIbGu5B7jokyr6R6HJKSMGYZDOS-XV5yxOmQ9MWLVVF-jkUwITS2vSrTZQ==',False,0.12,AP20155-3-97,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2017-11-01,26132.0,72.0,b'gAAAAABijUOsXprWg3BI2c2Ed4IFX1waMAlDZBEHPL0632qpKYWSOGKvvm_8n_ub2xFXXkcKXvHfCuxP1Sj1Vb-Joz-93ZfVSFJiAbQkpUbnTY2fxPoAaVs=',b'gAAAAABijUOsu4eJYkjK44IfqVLahS0M6NHn2fiEf_zk72vdP2wjrTAR895pEeLDcWdh6ewWR9g2vj27zOBVFJEIkb94_0bhCw==',False,1.16,AP201711-0-15,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2015-01-01,25930.0,300.0,b'gAAAAABijUOsuvvl_3nx1Ye6GV3LAh3lGvy-u4vrTedLkucd7UnRpfjwUVk3olUVCZcAAG7Iw6zRzL8f00Vc9BO59Sf8oOdTHk_1gnVxl4qK0X4Kb5t067U=',b'gAAAAABijUOs5HBNynp4tJbx5jfmhq1xbn6PMi-s3uuxiZSq8O4OuuO-OuWpneDy2aZdf0_fQvMR-7Y4ySwFZG7J6O37N_WOoQ==',False,0.11,AP20151-2-50,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2012-07-01,116869.0,24.0,b'gAAAAABijUOso4vsGrek7EK6YE8rQtBrG-95KZn_kw0qM9znKh5D6Vmjmkgzhq481CFakbFzlCUVnu0xuYNy8nF1EOqP61hPK2k0beEDKYGpLXPcn-bKxHY=',b'gAAAAABijUOsAkgx9h6F37rQuSO8SvvyUPw0_C0ZKuec3W3IuAaKB3qeUVljGHiJWuKxAzS6kwtSBH7uPh3_Xy9xNUO0teDRmQ==',False,0.16,AP20127-3-16,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2016-12-01,12158.0,240.0,b'gAAAAABijUOsiTYqutTnu_OtIH_9JQvJ0Rxl8IexeNh4lBgo_C7YI3UsL_9MCyGRCcVXdAM41Qf6iLCtBLGL04eaiMNjGEWIb39bInYBG2KTKrVeKgmbjAM=',b'gAAAAABijUOsNUX_D9nFJc2aY4eZf2IbC8sej75v1G7pLpYOEVdz7-uI0kv5lALEjZJ8Lu9YfIhYMVGtiFS2UejMHTB3Bcn6nA==',False,0.54,AP201612-0-3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
